Sigla;Código;Município;pib
CE;2305001;Guaraciaba do Norte;312391,6392
CE;2305100;Guaramiranga;37529,43883
CE;2305209;Hidrolândia;86371,01869
CE;2305233;Horizonte;988321,1251
CE;2305266;Ibaretama;61742,26611
CE;2305308;Ibiapina;162701,0126
CE;2305332;Ibicuitinga;58328,0376
CE;2305357;Icapuí;191867,5988
CE;2305407;Icó;344265,2409
CE;2305506;Iguatu;889181,5267
CE;2305605;Independência;143220,6776
CE;2305654;Ipaporanga;53275,3155
CE;2305704;Ipaumirim;66963,97245
CE;2305803;Ipu;242667,4353
CE;2305902;Ipueiras;153166,4737
CE;2306009;Iracema;91159,06106
CE;2306108;Irauçuba;102834,845
CE;2306207;Itaiçaba;38677,31795
CE;2306256;Itaitinga;587629,1527
CE;2306306;Itapagé;277554,7448
CE;2306405;Itapipoca;832787,4717
CE;2306504;Itapiúna;79503,81666
CE;2306553;Itarema;357941,2941
CE;2306603;Itatira;81238,00574
CE;2306702;Jaguaretama;105799,0713
CE;2306801;Jaguaribara;71889,25616
CE;2306900;Jaguaribe;261960,5805
CE;2307007;Jaguaruana;264661,5275
CE;2307106;Jardim;137313,2314
CE;2307205;Jati;60558,44283
CE;2307254;Jijoca de Jericoacoara;257508,6394
CE;2307304;Juazeiro do Norte;2387622,655
CE;2307403;Jucás;149085,6444
CE;2307502;Lavras da Mangabeira;160256,8096
CE;2307601;Limoeiro do Norte;664437,6241
CE;2307635;Madalena;81612,38519
CE;2307650;Maracanaú;5759009,463
CE;2307700;Maranguape;770011,6942
CE;2307809;Marco;182507,1791
CE;2307908;Martinópole;44966,14575
CE;2308005;Massapê;176788,323
CE;2308104;Mauriti;241570,905
CE;2308203;Meruoca;60354,91485
CE;2308302;Milagres;134077,79
CE;2308351;Milhã;91162,79552
CE;2308377;Miraíma;52562,03396
CE;2308401;Missão Velha;240843,1524
CE;2308500;Mombaça;208591,4368
CE;2308609;Monsenhor Tabosa;75015,46457
CE;2308708;Morada Nova;596049,4226
CE;2308807;Moraújo;35278,96088
CE;2308906;Morrinhos;90189,03551
CE;2309003;Mucambo;61288,06262
CE;2309102;Mulungu;57791,20922
CE;2309201;Nova Olinda;76267,44172
CE;2309300;Nova Russas;157281,38
CE;2309409;Novo Oriente;132192,8222
CE;2309458;Ocara;132963,521
CE;2309508;Orós;102183,6488
CE;2309607;Pacajus;635100,6532
CE;2309706;Pacatuba;576580,7578
CE;2309805;Pacoti;69258,33028
CE;2309904;Pacujá;27980,42892
CE;2310001;Palhano;46107,95638
CE;2310100;Palmácia;53740,72237
CE;2310209;Paracuru;259512,6431
CE;2310258;Paraipaba;249802,1179
CE;2310298;Cococi;
CE;2310308;Parambu;134762,1295
CE;2310407;Paramoti;51772,66284
CE;2310506;Pedra Branca;182014,6974
CE;2310605;Penaforte;57026,11207
CE;2310704;Pentecoste;226289,5015
CE;2310803;Pereiro;261678,6289
CE;2310852;Pindoretama;128302,9171
CE;2310902;Piquet Carneiro;75665,72713
CE;2310951;Pires Ferreira;39319,17797
CE;2311009;Poranga;51069,65106
CE;2311108;Porteiras;87001,20853
CE;2311207;Potengi;51614,88197
CE;2311231;Potiretama;45194,41452
CE;2311264;Quiterianópolis;86228,64247
CE;2311306;Quixadá;518094,9393
CE;2311355;Quixelô;92810,62525
CE;2311405;Quixeramobim;654679,0177
CE;2311504;Quixeré;297363,2454
CE;2311603;Redenção;191328,9032
CE;2311702;Reriutaba;89024,81813
CE;2311801;Russas;540806,9812
CE;2311900;Saboeiro;79290,01892
CE;2311959;Salitre;74354,93226
CE;2312007;Santana do Acaraú;130739,6511
CE;2312106;Santana do Cariri;74351,66461
CE;2312205;Santa Quitéria;295820,4473
CE;2312304;São Benedito;292772,1957
CE;2312403;São Gonçalo do Amarante;4030244,684
CE;2312502;São João do Jaguaribe;50367,5729
CE;2312601;São Luís do Curu;62136,25146
CE;2312700;Senador Pompeu;164443,1374
CE;2312809;Senador Sá;29299,62632
CE;2312908;Sobral;2518486,01
CE;2313005;Solonópole;141575,1819
CE;2313104;Tabuleiro do Norte;210340,0969
CE;2313203;Tamboril;131754,957
CE;2313252;Tarrafas;39996,98216
CE;2313302;Tauá;332290,2335
CE;2313351;Tejuçuoca;63946,99694
CE;2313401;Tianguá;808832,322
CE;2313500;Trairi;520557,3478
CE;2313559;Tururu;64456,28369
CE;2313609;Ubajara;299711,7528
CE;2313708;Umari;32415,56497
CE;2313757;Umirim;80662,89916
CE;2313807;Uruburetama;139796,6461
CE;2313906;Uruoca;139205,2013
CE;2313955;Varjota;175435,0486
CE;2314003;Várzea Alegre;218512,9589
CE;2314102;Viçosa do Ceará;281634,6406
CE;2399919;Entre Rios;
CE;2399929;Mecejana;
CE;2399939;Vertentes;
DF;5300108;Brasília;133947449
ES;3200102;Afonso Cláudio;265973,256
ES;3200136;Águia Branca;114836,4604
ES;3200169;Água Doce do Norte;86080,19775
ES;3200201;Alegre;268478,6107
ES;3200300;Alfredo Chaves;213666,5656
ES;3200359;Alto Rio Novo;52765,09513
ES;3200409;Anchieta;2690746,303
ES;3200508;Apiacá;55173,35394
ES;3200607;Aracruz;2480196,609
ES;3200706;Atilio Vivacqua;168454,8792
ES;3200805;Baixo Guandu;433320,8684
ES;3200904;Barra de São Francisco;543833,2928
ES;3201001;Boa Esperança;126525,3149
ES;3201100;Bom Jesus do Norte;87214,53946
ES;3201159;Brejetuba;137591,4485
ES;3201209;Cachoeiro de Itapemirim;2869447,602
ES;3201308;Cariacica;6394780,452
ES;3201407;Castelo;546442,2788
ES;3201506;Colatina;2043825,155
ES;3201605;Conceição da Barra;283384,2343
ES;3201704;Conceição do Castelo;130275,6447
ES;3201803;Divino de São Lourenço;38548,01233
ES;3201902;Domingos Martins;447053,872
ES;3202009;Dores do Rio Preto;74587,40229
ES;3202108;Ecoporanga;191899,3417
ES;3202207;Fundão;218689,4121
ES;3202256;Governador Lindenberg;156067,2142
ES;3202306;Guaçuí;285917,1306
ES;3202405;Guarapari;1184510,426
ES;3202454;Ibatiba;210105,2928
ES;3202504;Ibiraçu;135147,2455
ES;3202553;Ibitirama;80282,91803
ES;3202603;Iconha;146973,8082
ES;3202652;Irupi;110271,0851
ES;3202702;Itaguaçu;152117,0909
ES;3202801;Itapemirim;2681427,896
ES;3202900;Itarana;124184,7432
ES;3203007;Iúna;251349,5841
ES;3203056;Jaguaré;449831,8422
ES;3203106;Jerônimo Monteiro;80349,20466
ES;3203130;João Neiva;301676,5447
ES;3203163;Laranja da Terra;87614,1265
ES;3203205;Linhares;3751267,111
ES;3203304;Mantenópolis;94796,89026
ES;3203320;Marataízes;3108794,637
ES;3203346;Marechal Floriano;241295,4887
ES;3203353;Marilândia;146057,4655
ES;3203403;Mimoso do Sul;283545,7496
ES;3203502;Montanha;191627,1931
ES;3203601;Mucurici;45162,67162
ES;3203700;Muniz Freire;178944,9726
ES;3203809;Muqui;109382,7508
ES;3203908;Nova Venécia;625355,5842
ES;3204005;Pancas;167349,9464
ES;3204054;Pedro Canário;187393,7178
ES;3204104;Pinheiros;402248,7748
ES;3204203;Piúma;408946,5257
ES;3204252;Ponto Belo;50204,19034
ES;3204302;Presidente Kennedy;3179809,563
ES;3204351;Rio Bananal;245392,1894
ES;3204401;Rio Novo do Sul;107311,0601
ES;3204500;Santa Leopoldina;154120,161
ES;3204559;Santa Maria de Jetibá;761560,6151
ES;3204609;Santa Teresa;269434,1652
ES;3204658;São Domingos do Norte;154671,4604
ES;3204708;São Gabriel da Palha;355737,4969
ES;3204807;São José do Calçado;95040,09686
ES;3204906;São Mateus;1375981,705
ES;3204955;São Roque do Canaã;106891,4003
ES;3205002;Serra;17402298,46
ES;3205010;Sooretama;311607,403
ES;3205036;Vargem Alta;200773,8151
ES;3205069;Venda Nova do Imigrante;327770,1386
ES;3205101;Viana;1973459,558
ES;3205150;Vila Pavão;84325,46915
ES;3205176;Vila Valério;202624,2392
ES;3205200;Vila Velha;7611685,903
ES;3205309;Vitória;14668752,93
ES;3299919;Riacho;
ES;3299929;Ponte do Itabapoana;
GO;5200050;Abadia de Goiás;165109,7382
GO;5200100;Abadiânia;207880,4893
GO;5200134;Acreúna;491003,7783
GO;5200159;Adelândia;22776,92806
GO;5200175;Água Fria de Goiás;248917,0513
GO;5200209;Água Limpa;29804,245
GO;5200258;Águas Lindas de Goiás;1149817,308
GO;5200308;Alexânia;526583,8299
GO;5200506;Aloândia;29748,69493
GO;5200555;Alto Horizonte;597617,4283
GO;5200605;Alto Paraíso de Goiás;138646,8998
GO;5200803;Alvorada do Norte;78894,16634
GO;5200829;Amaralina;50917,93869
GO;5200852;Americano do Brasil;42666,18624
GO;5200902;Amorinópolis;55504,78711
GO;5201108;Anápolis;8303702,968
GO;5201207;Anhanguera;10125,51691
GO;5201306;Anicuns;239264,4101
GO;5201405;Aparecida de Goiânia;7926380,302
GO;5201454;Aparecida do Rio Doce;51382,41194
GO;5201504;Aporé;184721,7128
GO;5201603;Araçu;34308,46853
GO;5201702;Aragarças;129637,0523
GO;5201801;Aragoiânia;81371,51263
GO;5202155;Araguapaz;84082,72936
GO;5202353;Arenópolis;103901,9664
GO;5202502;Aruanã;136289,9898
GO;5202601;Aurilândia;38078,87101
GO;5202809;Avelinópolis;31766,23603
GO;5203104;Baliza;57528,39671
GO;5203203;Barro Alto;734552,5457
GO;5203302;Bela Vista de Goiás;691325,7239
GO;5203401;Bom Jardim de Goiás;120277,5661
GO;5203500;Bom Jesus de Goiás;574001,6475
GO;5203559;Bonfinópolis;56548,1014
GO;5203575;Bonópolis;73116,02571
GO;5203609;Brazabrantes;43801,92837
GO;5203807;Britânia;92474,99081
GO;5203906;Buriti Alegre;218333,7049
GO;5203939;Buriti de Goiás;26568,80367
GO;5203962;Buritinópolis;41499,16801
GO;5204003;Cabeceiras;222171,7944
GO;5204102;Cachoeira Alta;131489,8104
GO;5204201;Cachoeira de Goiás;18144,33253
GO;5204250;Cachoeira Dourada;32422,10027
GO;5204300;Caçu;422270,1394
GO;5204409;Caiapônia;383553,6096
GO;5204508;Caldas Novas;1400835,459
GO;5204557;Caldazinha;39509,63535
GO;5204607;Campestre de Goiás;33954,1618
GO;5204656;Campinaçu;51582,20546
GO;5204706;Campinorte;155452,8958
GO;5204805;Campo Alegre de Goiás;395258,8024
GO;5204854;Campo Limpo de Goiás;77069,41665
GO;5204904;Campos Belos;147182,0043
GO;5204953;Campos Verdes;26303,19033
GO;5205000;Carmo do Rio Verde;227841,169
GO;5205059;Castelândia;42766,083
GO;5205109;Catalão;4629079,546
GO;5205208;Caturaí;47039,23692
GO;5205307;Cavalcante;178787,1918
GO;5205406;Ceres;342944,6431
GO;5205455;Cezarina;179718,9391
GO;5205471;Chapadão do Céu;1021708,583
GO;5205497;Cidade Ocidental;469678,1541
GO;5205513;Cocalzinho de Goiás;203676,8896
GO;5205521;Colinas do Sul;32881,43865
GO;5205703;Córrego do Ouro;34717,39172
GO;5205802;Corumbá de Goiás;121482,3958
GO;5205901;Corumbaíba;331078,8686
GO;5206206;Cristalina;2148395,59
GO;5206305;Cristianópolis;56064,95586
GO;5206404;Crixás;326447,2067
GO;5206503;Cromínia;46474,4001
GO;5206602;Cumari;45218,22169
GO;5206701;Damianópolis;20995,59145
GO;5206800;Damolândia;24505,51546
GO;5206909;Davinópolis;272187,8614
GO;5207105;Diorama;45206,55151
GO;5207253;Doverlândia;187128,5712
GO;5207352;Edealina;189151,714
GO;5207402;Edéia;431012,0395
GO;5207501;Estrela do Norte;34914,38439
GO;5207535;Faina;78233,16722
GO;5207600;Fazenda Nova;71140,96407
GO;5207808;Firminópolis;127024,7987
GO;5207907;Flores de Goiás;117138,7539
GO;5208004;Formosa;1516092,98
GO;5208103;Formoso;52127,90318
GO;5208152;Gameleira de Goiás;145888,0145
GO;5208301;Divinópolis de Goiás;42806,22842
GO;5208400;Goianápolis;137419,1966
GO;5208509;Goiandira;94385,63304
GO;5208608;Goianésia;881454,9324
GO;5208707;Goiânia;27945880,51
GO;5208806;Goianira;514742,3294
GO;5208905;Goiás;356503,9944
GO;5209101;Goiatuba;1012707,138
GO;5209150;Gouvelândia;79062,68377
GO;5209200;Guapó;162293,4898
GO;5209291;Guaraíta;24352,86947
GO;5209408;Guarani de Goiás;40185,10549
GO;5209457;Guarinos;30035,78141
GO;5209606;Heitoraí;39153,46139
GO;5209705;Hidrolândia;620453,6409
GO;5209804;Hidrolina;40959,07198
GO;5209903;Iaciara;105737,9195
GO;5209937;Inaciolândia;110878,4014
GO;5209952;Indiara;306365,6239
GO;5210000;Inhumas;656431,8791
GO;5210109;Ipameri;1134063,029
GO;5210158;Ipiranga de Goiás;32648,035
GO;5210208;Iporá;409061,3603
GO;5210307;Israelândia;33358,5157
GO;5210406;Itaberaí;842566,1508
GO;5210562;Itaguari;45809,19972
GO;5210604;Itaguaru;48585,30266
GO;5210802;Itajá;61383,29131
GO;5210901;Itapaci;255598,464
GO;5211008;Itapirapuã;103756,7894
GO;5211206;Itapuranga;258403,509
GO;5211305;Itarumã;151633,4786
GO;5211404;Itauçu;102340,4961
GO;5211503;Itumbiara;2485436,054
GO;5211602;Ivolândia;65175,63372
GO;5211701;Jandaia;199239,8864
GO;5211800;Jaraguá;429341,803
GO;5211909;Jataí;3732935,122
GO;5212006;Jaupaci;38814,09249
GO;5212055;Jesúpolis;18514,0439
GO;5212105;Joviânia;159707,8443
GO;5212204;Jussara;323719,6517
GO;5212253;Lagoa Santa;23841,24868
GO;5212303;Leopoldo de Bulhões;160213,3965
GO;5212501;Luziânia;2537277,805
GO;5212600;Mairipotaba;41215,81599
GO;5212709;Mambaí;50195,78781
GO;5212808;Mara Rosa;135956,6894
GO;5212907;Marzagão;31991,23715
GO;5212956;Matrinchã;79661,59752
GO;5213004;Maurilândia;115717,3257
GO;5213053;Mimoso de Goiás;115560,0117
GO;5213087;Minaçu;605277,2691
GO;5213103;Mineiros;1535185,398
GO;5213400;Moiporá;24852,82008
GO;5213509;Monte Alegre de Goiás;56140,11183
GO;5213707;Montes Claros de Goiás;232837,8742
GO;5213756;Montividiu;748943,7476
GO;5213772;Montividiu do Norte;50800,77006
GO;5213806;Morrinhos;867065,1309
GO;5213855;Morro Agudo de Goiás;25591,30921
GO;5213905;Mossâmedes;61536,8709
GO;5214002;Mozarlândia;478490,5421
GO;5214051;Mundo Novo;84413,22892
GO;5214101;Mutunópolis;40340,08551
GO;5214408;Nazário;129263,6065
GO;5214507;Nerópolis;476696,1349
GO;5214606;Niquelândia;602965,6394
GO;5214705;Nova América;22815,67307
GO;5214804;Nova Aurora;33157,32176
GO;5214838;Nova Crixás;293399,5847
GO;5214861;Nova Glória;65894,51695
GO;5214879;Nova Iguaçu de Goiás;28691,84323
GO;5214903;Nova Roma;31079,56251
GO;5215009;Nova Veneza;92083,8063
GO;5215207;Novo Brasil;39787,85249
GO;5215231;Novo Gama;538727,3547
GO;5215256;Novo Planalto;74897,82914
GO;5215306;Orizona;437937,5924
GO;5215405;Ouro Verde de Goiás;70021,56019
GO;5215504;Ouvidor;357293,8324
GO;5215603;Padre Bernardo;491150,8226
GO;5215652;Palestina de Goiás;80847,28804
GO;5215702;Palmeiras de Goiás;826608,3436
GO;5215801;Palmelo;26023,57276
GO;5215900;Palminópolis;102719,0768
GO;5216007;Panamá;51174,6827
GO;5216304;Paranaiguara;110477,8807
GO;5216403;Paraúna;728180,6262
GO;5216452;Perolândia;330680,682
GO;5216809;Petrolina de Goiás;83451,60591
GO;5216908;Pilar de Goiás;89971,97012
GO;5217104;Piracanjuba;578377,9658
GO;5217203;Piranhas;284465,36
GO;5217302;Pirenópolis;298910,2447
GO;5217401;Pires do Rio;655899,7187
GO;5217609;Planaltina;678271,4581
GO;5217708;Pontalina;334798,8559
GO;5218003;Porangatu;667595,5754
GO;5218052;Porteirão;103846,4164
GO;5218102;Portelândia;171449,448
GO;5218300;Posse;328432,0713
GO;5218391;Professor Jamil;33650,27025
GO;5218508;Quirinópolis;1002493,394
GO;5218607;Rialma;146803,8904
GO;5218706;Rianápolis;38845,83538
GO;5218789;Rio Quente;152228,6579
GO;5218805;Rio Verde;7611886,163
GO;5218904;Rubiataba;264159,2429
GO;5219001;Sanclerlândia;101556,2598
GO;5219100;Santa Bárbara de Goiás;71938,27092
GO;5219209;Santa Cruz de Goiás;137822,5181
GO;5219258;Santa Fé de Goiás;121447,3852
GO;5219308;Santa Helena de Goiás;756665,207
GO;5219357;Santa Isabel;57498,98785
GO;5219407;Santa Rita do Araguaia;95673,55435
GO;5219456;Santa Rita do Novo Destino;51374,94303
GO;5219506;Santa Rosa de Goiás;31884,80508
GO;5219605;Santa Tereza de Goiás;40875,04667
GO;5219704;Santa Terezinha de Goiás;89083,16904
GO;5219712;Santo Antônio da Barra;149840,9386
GO;5219738;Santo Antônio de Goiás;72276,70621
GO;5219753;Santo Antônio do Descoberto;385404,5005
GO;5219803;São Domingos;96276,66937
GO;5219902;São Francisco de Goiás;60957,09625
GO;5220009;São João d'Aliança;266075,02
GO;5220058;São João da Paraúna;65173,29969
GO;5220108;São Luís de Montes Belos;694097,6256
GO;5220157;São Luíz do Norte;64136,98751
GO;5220207;São Miguel do Araguaia;322830,8506
GO;5220264;São Miguel do Passa Quatro;147848,6051
GO;5220280;São Patrício;24950,84961
GO;5220405;São Simão;668856,8887
GO;5220454;Senador Canedo;2224378,279
GO;5220504;Serranópolis;304627,7004
GO;5220603;Silvânia;614107,3958
GO;5220686;Simolândia;80905,63895
GO;5220702;Sítio d'Abadia;35438,60898
GO;5221007;Taquaral de Goiás;41685,42412
GO;5221080;Teresina de Goiás;18262,43477
GO;5221197;Terezópolis de Goiás;98528,08093
GO;5221304;Três Ranchos;29810,7803
GO;5221403;Trindade;1244798,12
GO;5221452;Trombas;32734,39435
GO;5221502;Turvânia;95407,4742
GO;5221551;Turvelândia;264428,1239
GO;5221577;Uirapuru;36139,28672
GO;5221601;Uruaçu;606791,5919
GO;5221700;Uruana;137407,9932
GO;5221809;Urutaí;76931,24169
GO;5221858;Valparaíso de Goiás;1383855,811
GO;5221908;Varjão;49055,84441
GO;5222005;Vianópolis;400505,7163
GO;5222054;Vicentinópolis;224148,2565
GO;5222203;Vila Boa;83978,16453
GO;5222302;Vila Propício;143782,7136
MA;2100055;Açailândia;1787302,413
MA;2100105;Afonso Cunha;39710,36248
MA;2100154;Água Doce do Maranhão;47461,23071
MA;2100204;Alcântara;69459,52422
MA;2100303;Aldeias Altas;116445,0783
MA;2100402;Altamira do Maranhão;33388,85817
MA;2100436;Alto Alegre do Maranhão;141515,4306
MA;2100477;Alto Alegre do Pindaré;117535,5401
MA;2100501;Alto Parnaíba;270277,2192
MA;2100550;Amapá do Maranhão;32775,9402
MA;2100600;Amarante do Maranhão;181444,7257
MA;2100709;Anajatuba;96929,26596
MA;2100808;Anapurus;69616,37147
MA;2100832;Apicum-Açu;62542,37381
MA;2100873;Araguanã;47499,50891
MA;2100907;Araioses;132023,838
MA;2100956;Arame;135543,0981
MA;2101004;Arari;146252,1241
MA;2101103;Axixá;45487,10269
MA;2101202;Bacabal;707078,1359
MA;2101251;Bacabeira;279767,8782
MA;2101301;Bacuri;57373,41669
MA;2101350;Bacurituba;18485,56865
MA;2101400;Balsas;2944438,326
MA;2101509;Barão de Grajaú;125368,0996
MA;2101608;Barra do Corda;415144,3261
MA;2101707;Barreirinhas;296794,2073
MA;2101731;Belágua;28351,07391
MA;2101772;Bela Vista do Maranhão;50216,79414
MA;2101806;Benedito Leite;34152,5549
MA;2101905;Bequimão;64484,75894
MA;2101939;Bernardo do Mearim;49073,58309
MA;2101970;Boa Vista do Gurupi;31534,69962
MA;2102002;Bom Jardim;192058,523
MA;2102036;Bom Jesus das Selvas;175396,3036
MA;2102077;Bom Lugar;55075,32441
MA;2102101;Brejo;153438,1556
MA;2102150;Brejo de Areia;33181,59573
MA;2102200;Buriti;129770,0924
MA;2102309;Buriti Bravo;111431,568
MA;2102325;Buriticupu;349233,4709
MA;2102358;Buritirana;57182,49251
MA;2102374;Cachoeira Grande;28471,51019
MA;2102408;Cajapió;32990,67155
MA;2102507;Cajari;59803,14863
MA;2102556;Campestre do Maranhão;99914,49858
MA;2102606;Cândido Mendes;68537,11301
MA;2102705;Cantanhede;71625,04323
MA;2102754;Capinzal do Norte;132578,405
MA;2102804;Carolina;245512,6257
MA;2102903;Carutapera;94313,74472
MA;2103000;Caxias;986336,2605
MA;2103109;Cedral;36691,98655
MA;2103125;Central do Maranhão;27244,27382
MA;2103158;Centro do Guilherme;48436,39114
MA;2103174;Centro Novo do Maranhão;93737,23772
MA;2103208;Chapadinha;417563,3215
MA;2103257;Cidelândia;85700,21662
MA;2103307;Codó;769665,3232
MA;2103406;Coelho Neto;216021,1416
MA;2103505;Colinas;258262,5332
MA;2103554;Conceição do Lago-Açu;68728,97081
MA;2103604;Coroatá;249121,0461
MA;2103703;Cururupu;123511,607
MA;2103752;Davinópolis;88800,75063
MA;2103802;Dom Pedro;122577,0589
MA;2103901;Duque Bacelar;40577,69043
MA;2104008;Esperantinópolis;74226,56026
MA;2104057;Estreito;531597,3402
MA;2104073;Feira Nova do Maranhão;55092,12947
MA;2104081;Fernando Falcão;46882,85648
MA;2104099;Formosa da Serra Negra;94379,56455
MA;2104107;Fortaleza dos Nogueiras;161851,4233
MA;2104206;Fortuna;66903,2875
MA;2104305;Godofredo Viana;1241107,075
MA;2104404;Gonçalves Dias;70062,17243
MA;2104503;Governador Archer;42911,26006
MA;2104552;Governador Edison Lobão;175066,7377
MA;2104602;Governador Eugênio Barros;55292,3898
MA;2104628;Governador Luiz Rocha;33187,19742
MA;2104651;Governador Newton Bello;39300,97249
MA;2104677;Governador Nunes Freire;120443,7495
MA;2104701;Graça Aranha;25285,08363
MA;2104800;Grajaú;536752,293
MA;2104909;Guimarães;43606,33612
MA;2105005;Humberto de Campos;86084,39902
MA;2105104;Icatu;83545,90098
MA;2105153;Igarapé do Meio;173041,7277
MA;2105203;Igarapé Grande;54968,42554
MA;2105302;Imperatriz;3591387,015
MA;2105351;Itaipava do Grajaú;50093,09021
MA;2105401;Itapecuru Mirim;360814,0262
MA;2105427;Itinga do Maranhão;228394,8024
MA;2105450;Jatobá;35340,11264
MA;2105476;Jenipapo dos Vieiras;58706,61831
MA;2105500;João Lisboa;126348,3949
MA;2105609;Joselândia;54412,92486
MA;2105658;Junco do Maranhão;28808,54505
MA;2105708;Lago da Pedra;256966,6762
MA;2105807;Lago do Junco;40454,4533
MA;2105906;Lago Verde;63376,09162
MA;2105922;Lagoa do Mato;45292,44405
MA;2105948;Lago dos Rodrigues;39210,87868
MA;2105963;Lagoa Grande do Maranhão;47826,27401
MA;2105989;Lajeado Novo;47373,93775
MA;2106003;Lima Campos;128173,1446
MA;2106102;Loreto;192925,3842
MA;2106201;Luís Domingues;26771,86485
MA;2106300;Magalhães de Almeida;65814,6929
MA;2106326;Maracaçumé;96664,58623
MA;2106359;Marajá do Sena;42397,30524
MA;2106375;Maranhãozinho;56452,87272
MA;2106409;Mata Roma;83670,07172
MA;2106508;Matinha;91860,67241
MA;2106607;Matões;119691,723
MA;2106631;Matões do Norte;46374,03654
MA;2106672;Milagres do Maranhão;30041,3831
MA;2106706;Mirador;129698,2041
MA;2106755;Miranda do Norte;368140,0997
MA;2106805;Mirinzal;52316,49333
MA;2106904;Monção;120292,9708
MA;2107001;Montes Altos;40379,29733
MA;2107100;Morros;69991,21772
MA;2107209;Nina Rodrigues;41330,65058
MA;2107258;Nova Colinas;40351,28889
MA;2107308;Nova Iorque;23796,43518
MA;2107357;Nova Olinda do Maranhão;85512,09328
MA;2107407;Olho d'Água das Cunhãs;87948,82733
MA;2107456;Olinda Nova do Maranhão;50091,68979
MA;2107506;Paço do Lumiar;579087,0461
MA;2107605;Palmeirândia;64949,23219
MA;2107704;Paraibano;85604,52112
MA;2107803;Parnarama;150780,6217
MA;2107902;Passagem Franca;93417,47472
MA;2108009;Pastos Bons;144497,8623
MA;2108058;Paulino Neves;55251,31076
MA;2108108;Paulo Ramos;90645,10623
